author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/300670685/,Москва,sale,flat,4,5,1,30.0,9700000,Южное Тушино,Лодочная ,35С1,Сходненская,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/295404061/,Москва,sale,flat,2,3,1,30.0,6200000,, Центральная,35,Крёкшино,
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/301080289/,Москва,sale,flat,15,17,1,49.6,12300000,Северное Бутово,Коктебельская ,8,Бульвар Дмитрия Донского,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301928354/,Москва,sale,flat,4,14,1,37.0,13200000,Зюзино,Одесская ,22К4,Каховская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300870617/,Москва,sale,flat,2,9,1,32.0,11200000,Кунцево,Ельнинская ,22К1,Молодёжная,
Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/300728418/,Москва,sale,flat,3,19,1,55.7,21000000,Хорошево-Мневники,проспект Маршала Жукова,76к2,Народное Ополчение,
ID 176308,realtor,https://www.cian.ru/sale/flat/299367215/,Москва,sale,flat,4,12,1,38.6,9500000,Бирюлево Восточное,Загорьевская ,23к2,,
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301279667/,Москва,sale,flat,20,31,1,30.0,14950000,Марфино,,к1,Владыкино,Вери ЖК
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/298838173/,Москва,sale,flat,2,15,1,48.8,12700000,Бирюлево Восточное,6-я Радиальная ,5к1,Царицыно,Царицыно
Городские квартиры,real_estate_agent,https://www.cian.ru/sale/flat/301724124/,Москва,sale,flat,2,12,1,38.9,11490000,Южное Тушино,Химкинский бульвар,21,Сходненская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299938068/,Москва,sale,flat,14,17,1,37.9,10450000,Братеево, Борисовские Пруды,18К1,Борисово,
Манхэттен эстейт,real_estate_agent,https://www.cian.ru/sale/flat/301755324/,Москва,sale,flat,10,12,1,41.0,11500000,, Липовый Парк,2,Коммунарка,Москва А101
МОЯ СТОЛИЦА,real_estate_agent,https://www.cian.ru/sale/flat/297849335/,Москва,sale,flat,7,9,1,32.0,11000000,Ломоносовский, Гарибальди,4К5,Новаторская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301622153/,Москва,sale,flat,2,9,1,32.0,14500000,Хорошево-Мневники,проспект Маршала Жукова,10,Народное Ополчение,
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/298720724/,Москва,sale,flat,2,4,1,17.5,7840000,Соколиная гора,Щербаковская ,53К17,Измайлово,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300419481/,Москва,sale,flat,2,12,1,35.2,11200000,Коптево,бульвар Матроса Железняка,11А,Коптево,
Оксана Гимишян,realtor,https://www.cian.ru/sale/flat/301316819/,Москва,sale,flat,15,22,1,37.3,13800000,Нагорный,Ялтинская ,1,Варшавская,
ID 182291,real_estate_agent,https://www.cian.ru/sale/flat/301961547/,Москва,sale,flat,4,12,1,34.9,11950000,Северное Медведково,Полярная ,36,Медведково,
Станислава Яткевич,realtor,https://www.cian.ru/sale/flat/294768716/,Москва,sale,flat,10,15,1,37.8,16800000,Лефортово,проезд Шелихова,2,Площадь Ильича,Символ
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/301108336/,Москва,sale,flat,17,17,1,38.0,9550000,Западное Дегунино,Ангарская ,22К1,Грачёвская,
ID 13122541,unknown,https://www.cian.ru/sale/flat/300779111/,Москва,sale,flat,14,17,1,38.0,10500000,Южное Медведково, Молодцова,3,Бабушкинская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299732160/,Москва,sale,flat,8,9,1,39.7,10760000,Перово,1-я Владимирская ,18К5,Перово,
Prime,real_estate_agent,https://www.cian.ru/sale/flat/300941020/,Москва,sale,flat,2,28,1,46.3,18400000,Даниловский,1-я оч.,к7,ЗИЛ,Shagal
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301975471/,Москва,sale,flat,4,16,1,34.3,13000000,Нагорный,Симферопольский бульвар,37к1,Чертановская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/296063154/,Москва,sale,flat,2,14,1,47.6,21000000,Преображенское,Краснобогатырская ,90С2,Преображенская площадь,Наследие
Prestige-Resulting,real_estate_agent,https://www.cian.ru/sale/flat/300301003/,Москва,sale,flat,1,12,1,36.0,9500000,Южное Бутово,Южнобутовская ,76,Бунинская аллея,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301019177/,Москва,sale,flat,31,34,1,36.0,22000000,Хорошево-Мневники,Шелепихинская набережная,34,Шелепиха,Сердце Столицы
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/299731071/,Москва,sale,flat,8,12,1,44.0,13500000,, Татьянин Парк,14к3,Говорово,Татьянин Парк
Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/298907853/,Москва,sale,flat,5,9,1,39.1,13600000,Алексеевский, Бориса Галушкина,18,ВДНХ,
Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/301158947/,Москва,sale,flat,4,17,1,37.9,9800000,Северное Бутово,Куликовская ,7,Бульвар Дмитрия Донского,
ID 157322,realtor,https://www.cian.ru/sale/flat/301226797/,Москва,sale,flat,2,10,1,47.1,9700000,, Липовый Парк,8к1,Коммунарка,Москва А101
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301156926/,Москва,sale,flat,4,9,1,25.5,10000000,Хорошево-Мневники, Народного Ополчения,22К1,Народное Ополчение,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300297108/,Москва,sale,flat,21,22,1,34.0,17000000,Хорошевский,1-я Магистральная ,25,Хорошёвская,Сити-комплекс Мята
ID 590915,realtor,https://www.cian.ru/sale/flat/301911914/,Москва,sale,flat,5,14,1,38.0,9100000,Некрасовка,1-я Вольская ,10,Люберцы,
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298254403/,Москва,sale,flat,4,33,1,42.9,23900000,Останкинский, Годовикова,11к2,Алексеевская,iLove
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/301364480/,Москва,sale,flat,18,42,1,40.7,26500000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/295649148/,Москва,sale,flat,3,3,1,18.9,5570000,Басманный,Большая Почтовая ,38С6,Электрозаводская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301573550/,Москва,sale,flat,9,18,1,35.0,22600000,Таганский,Марксистская ,1к1,Марксистская,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301267118/,Москва,sale,flat,13,23,1,104.0,44700000,Басманный,набережная Академика Туполева,15,Бауманская,Каскад
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300936684/,Москва,sale,flat,9,9,1,33.7,10488000,Коньково,Профсоюзная ,99,Беляево,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/294163998/,Москва,sale,flat,12,14,1,38.8,13999999,Южнопортовый,Шарикоподшипниковская ,18,Дубровка,
ID 33515281,unknown,https://www.cian.ru/sale/flat/299034165/,Москва,sale,flat,3,9,1,31.4,12550000,Таганский,Волгоградский проспект,18,Пролетарская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300531835/,Москва,sale,flat,32,46,1,45.0,29000000,Хорошево-Мневники,Шелепихинская набережная,34к2зд2,Шелепиха,Сердце Столицы
Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298677787/,Москва,sale,flat,4,24,1,34.0,25800000,Красносельский,Большая Спасская ,35,Комсомольская,Dialog
БЕСТ-Недвижимость на Баррикадной,real_estate_agent,https://www.cian.ru/sale/flat/300875971/,Москва,sale,flat,10,10,1,18.0,8800000,Проспект Вернадского,проспект Вернадского,41С1,Проспект Вернадского,
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300892101/,Москва,sale,flat,3,17,1,37.9,11000000,, Бориса Пастернака,33к2,Рассказовка,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301132671/,Москва,sale,flat,15,16,1,39.1,13700000,Гольяново,Камчатская ,4к1,Щёлковская,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300225205/,Москва,sale,flat,7,9,1,35.0,19500000,Замоскворечье,Большая Пионерская ,37/38,Серпуховская,
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/297788340/,Москва,sale,flat,6,35,1,43.0,25000000,Останкинский, Годовикова,11к2,Алексеевская,iLove
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300658108/,Москва,sale,flat,19,33,1,31.7,17190000,Хорошево-Мневники,Причальный проезд,10Б,Шелепиха,Level Причальный
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301959837/,Москва,sale,flat,9,14,1,42.4,10900000,Люблино, Верхние Поля,3,Братиславская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300615952/,Москва,sale,flat,8,12,1,35.7,9900000,, Сервантеса,3к3,Филатов Луг,Испанские кварталы
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301310418/,Москва,sale,flat,4,16,1,37.1,10400000,Некрасовка, Вертолетчиков,2Ак3,Некрасовка,В Некрасовке-2 (1 очередь)
Марина Татаринцева,realtor,https://www.cian.ru/sale/flat/296484293/,Москва,sale,flat,4,4,1,33.3,4800000,, Ирландская,4к2,Подольск,Ирландский квартал
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301065726/,Москва,sale,flat,9,17,1,38.0,21600000,Можайский, Красных Зорь,33А,Рабочий посёлок,Манифест
Станислав  Иванов,realtor,https://www.cian.ru/sale/flat/300887823/,Москва,sale,flat,2,9,1,33.0,11800000,Северное Медведково,Широкая ,1К4,Медведково,
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/297245626/,Москва,sale,flat,2,32,1,47.0,21950000,Хорошево-Мневники,проспект Маршала Жукова,43к5,Народное Ополчение,Wellton park
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/299071770/,Москва,sale,flat,17,18,1,42.0,21500000,Алексеевский,Новоалексеевская ,16к2,Алексеевская,Серебряный фонтан
Ashtons International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301646294/,Москва,sale,flat,5,12,1,38.6,10500000,Выхино-Жулебино,Жулебинский бульвар,30К1,Жулебино,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300780545/,Москва,sale,flat,8,9,1,32.0,12000000,Кузьминки,Волгоградский проспект,80/2К1,Кузьминки,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298337933/,Москва,sale,flat,13,17,1,42.2,12000000,Крюково,проспект Георгиевский,33к2,Зеленоград — Крюково,Жемчужина Зеленограда
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/298556528/,Москва,sale,flat,2,14,1,34.9,10900000,Можайский, Кутузова,11,Рабочий посёлок,
Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298526069/,Москва,sale,flat,6,36,1,34.0,21000000,Хорошево-Мневники,Шелепихинская набережная,40к1,,Sydney City
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300094894/,Москва,sale,flat,2,30,1,40.8,21000000,Хорошево-Мневники,бульвар Генерала Карбышева,11,Народное Ополчение,Union Park
Елена Юдаева,realtor,https://www.cian.ru/sale/flat/301231606/,Москва,sale,flat,10,14,1,39.0,13100000,Очаково-Матвеевское,Большая Очаковская ,32,Очаково,
Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/301009650/,Москва,sale,flat,18,32,1,37.6,14600000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301597630/,Москва,sale,flat,9,16,1,35.1,12500000,Коньково, Генерала Антонова,5К5,Беляево,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/301199238/,Москва,sale,flat,4,12,1,45.0,11500000,, Липовый Парк,7,Коммунарка,Москва А101
Татьяна Артыкова,realtor,https://www.cian.ru/sale/flat/267135296/,Москва,sale,flat,3,16,1,30.6,8300000,, Эдварда Грига,18к4,Улица Скобелевская,Скандинавия
Александр Кудинов,realtor,https://www.cian.ru/sale/flat/297239752/,Москва,sale,flat,14,16,1,38.0,10700000,Южное Тушино, Василия Петушкова,9,Трикотажная,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/294397304/,Москва,sale,flat,11,24,1,38.3,10300000,Можайский,Беловежская ,37К1,Сетунь,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298547672/,Москва,sale,flat,6,16,1,39.2,10800000,, Александры Монаховой,84к1,Бунинская аллея,Бунинские луга
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301036306/,Москва,sale,flat,8,9,1,38.0,11590000,Лосиноостровский,Норильская ,3,Медведково,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301682297/,Москва,sale,flat,2,3,1,40.7,5700000,, Генерала Донскова,29к4,Апрелевка,Борисоглебское
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/286542367/,Москва,sale,flat,13,42,1,42.0,27500000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
ID 111704476,homeowner,https://www.cian.ru/sale/flat/301162238/,Москва,sale,flat,5,18,1,31.6,11700000,Северный,бульвар Академика Ландау,5к2,Физтех,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300836554/,Москва,sale,flat,6,17,1,36.9,9400000,, Радужная,11,Рассказовка,Град Московский
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301154443/,Москва,sale,flat,10,12,1,43.4,11888000,, Бачуринская,19,Коммунарка,Москва А101
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301405324/,Москва,sale,flat,18,25,1,34.6,10000000,, Фитаревская,15к1,Коммунарка,Garden Park Эдальго
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/301309301/,Москва,sale,flat,1,9,1,32.1,10500000,Обручевский, Гарибальди,20/29К1,Новые Черёмушки,
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/300144570/,Москва,sale,flat,10,43,1,41.0,21000000,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/295252070/,Москва,sale,flat,18,52,1,0.4,19450000,Хорошево-Мневники, Народного Ополчения,15К1,Народное Ополчение,Wellton Towers
Галина Галкина,realtor,https://www.cian.ru/sale/flat/300816819/,Москва,sale,flat,6,9,1,37.0,12500000,Богородское,Наримановская ,26К3,Бульвар Рокоссовского,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298664477/,Москва,sale,flat,1,10,1,37.2,19500000,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/295415897/,Москва,sale,flat,12,22,1,37.2,10200000,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово
ID 31112,unknown,https://www.cian.ru/sale/flat/294755887/,Москва,sale,flat,3,14,1,39.0,13000000,Нагатинский затон,Судостроительная ,59,Нагатинский Затон,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/299151077/,Москва,sale,flat,2,16,1,36.3,12700000,Ростокино,Сельскохозяйственная ,14к1,Ботанический сад,
Нияз Харасов,realtor,https://www.cian.ru/sale/flat/300329014/,Москва,sale,flat,21,26,1,34.6,12400000,Чертаново Южное,Варшавское шоссе,141к7,Улица Академика Янгеля,Варшавское шоссе 141
СОЗВЕЗДИЕ Бюро Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298555341/,Москва,sale,flat,9,17,1,39.0,9300000,Крюково,проспект Георгиевский,37к2,Зеленоград — Крюково,Жемчужина Зеленограда
Ордер,real_estate_agent,https://www.cian.ru/sale/flat/298373961/,Москва,sale,flat,4,9,1,32.6,9950000,Отрадное,Северный бульвар,8,Отрадное,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/299727429/,Москва,sale,flat,5,8,1,37.0,8500000,, Золотошвейная,9,Филатов Луг,
Михаил Жуков,realtor,https://www.cian.ru/sale/flat/300507836/,Москва,sale,flat,2,3,1,43.5,9150000,, Николинские Ключи,29,Крёкшино,Ново-Никольское
Доступная Недвижимость. 8 отдел,real_estate_agent,https://www.cian.ru/sale/flat/300298431/,Москва,sale,flat,3,12,1,37.9,8200000,, Яворки,1к2,Тёплый Стан,Кленовые Аллеи
Илья Голотик,realtor,https://www.cian.ru/sale/flat/300026151/,Москва,sale,flat,13,18,1,31.3,11290000,Останкинский,Березовая аллея,19к3,Ботанический сад,Апарт-комплекс Легендарный квартал
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/300272054/,Москва,sale,flat,2,3,1,22.8,5850000,Головинский,Солнечногорский проезд,17,Моссельмаш,
Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/300199245/,Москва,sale,flat,5,9,1,38.5,12600000,Северный,бульвар Академика Ландау,3,Физтех,Северный
Яна Осетрова,realtor,https://www.cian.ru/sale/flat/298822895/,Москва,sale,flat,6,9,1,35.2,10900000,Матушкино,Зеленоград,к153,Зеленоград — Крюково,
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/299515574/,Москва,sale,flat,4,9,1,32.5,8800000,Ясенево, Рокотова,8К2,Ясенево,
Денис Пронин,realtor,https://www.cian.ru/sale/flat/299984423/,Москва,sale,flat,3,22,1,36.0,12980000,Западное Дегунино,Дегунинская ,9к1,Моссельмаш,Любовь и Голуби
Олеся Суворова,realtor,https://www.cian.ru/sale/flat/296232030/,Москва,sale,flat,7,9,1,35.1,8200000,, Золотошвейная,7,Филатов Луг,Цветочные Поляны
Екатерина Юдочкина,realtor,https://www.cian.ru/sale/flat/300489090/,Москва,sale,flat,1,9,1,32.1,12490000,Южнопортовый, Симоновский Вал,13К2,Пролетарская,
Марина Татаринцева,realtor,https://www.cian.ru/sale/flat/300068134/,Москва,sale,flat,3,9,1,32.5,9895000,Дмитровский,Яхромская ,1А,Яхромская,
Илья Голотик,realtor,https://www.cian.ru/sale/flat/300025080/,Москва,sale,flat,15,18,1,30.8,11350000,Останкинский,Березовая аллея,19к2,Ботанический сад,Апарт-комплекс Легендарный квартал
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299611997/,Москва,sale,flat,9,17,1,24.0,6900000,, 3-я Нововатутинская,11,Коммунарка,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301642312/,Москва,sale,flat,2,14,1,39.1,12000000,Северное Бутово, Знаменские Садки,3К2,Бульвар Дмитрия Донского,
City Nova Group,real_estate_agent,https://www.cian.ru/sale/flat/300603146/,Москва,sale,flat,1,16,1,37.4,10400000,Дмитровский,Коровинское шоссе,36К1,Грачёвская,
ID 21297,realtor,https://www.cian.ru/sale/flat/201264657/,Москва,sale,flat,7,10,1,48.0,11500000,, Сосенский Стан,5,Ольховая,Коммунарка
Галина Мартынова,realtor,https://www.cian.ru/sale/flat/293779407/,Москва,sale,flat,7,22,1,35.0,8800000,, Картмазовские Пруды,2к1,Саларьево,Филатов луг
Место,real_estate_agent,https://www.cian.ru/sale/flat/299341005/,Москва,sale,flat,1,17,1,38.0,11400000,Митино,Пятницкое шоссе,10,Волоколамская,
ID 102841374,homeowner,https://www.cian.ru/sale/flat/301377755/,Москва,sale,flat,5,9,1,32.9,9500000,, Николо-Хованская,26к1,Коммунарка,Николин Парк
Наталья Павлова,realtor,https://www.cian.ru/sale/flat/300506637/,Москва,sale,flat,2,9,1,47.0,10300000,, Семена Гордого,10,Крёкшино,Ново-Никольское
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301572160/,Москва,sale,flat,7,14,1,38.0,13200000,Нагатинский затон,Судостроительная ,57,Нагатинский Затон,
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/301356293/,Москва,sale,flat,1,5,1,29.6,8700000,Рязанский, Михайлова,16,Плющево,
Ордер,real_estate_agent,https://www.cian.ru/sale/flat/298431321/,Москва,sale,flat,2,17,1,36.2,9950000,Бирюлево Восточное,Загорьевская ,21к1,Домодедовская,
One Life,real_estate_agent,https://www.cian.ru/sale/flat/298622666/,Москва,sale,flat,16,18,1,32.2,8450000,Останкинский,Березовая аллея,19к4,Ботанический сад,Апарт-комплекс Легендарный квартал
ID 154869,realtor,https://www.cian.ru/sale/flat/300055302/,Москва,sale,flat,2,24,1,36.0,9690000,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово
ЭТАЖИ Подольск,real_estate_agent,https://www.cian.ru/sale/flat/298810950/,Москва,sale,flat,3,17,1,37.7,11300000,Северное Измайлово,15-я Парковая ,49,Щёлковская,
ИП Самарская М.И.,real_estate_agent,https://www.cian.ru/sale/flat/300223216/,Москва,sale,flat,12,25,1,35.0,11700000,, Бачуринская,9Ак1,Коммунарка,Новая Звезда
Наталья Артемова,realtor,https://www.cian.ru/sale/flat/283140208/,Москва,sale,flat,4,11,1,45.0,12690000,,бульвар Андрея Тарковского,9,Рассказовка,Рассказово
Галант,real_estate_agent,https://www.cian.ru/sale/flat/301131179/,Москва,sale,flat,3,12,1,38.7,10500000,Бибирево, Лескова,30,Бибирево,
ИПОМАКС,real_estate_agent,https://www.cian.ru/sale/flat/299279495/,Москва,sale,flat,11,16,1,48.2,7800000,,,22А,Апрелевка,
Римарком Владис,real_estate_agent,https://www.cian.ru/sale/flat/301181055/,Москва,sale,flat,8,21,1,38.4,8350000,, Городская,20,Коммунарка,Тройка
Гурам Базадзе,realtor,https://www.cian.ru/sale/flat/300320200/,Москва,sale,flat,12,18,1,42.3,11400000,, Александры Монаховой,90к6,Бунинская аллея,Бунинские луга
WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/301036939/,Москва,sale,flat,13,14,1,39.9,10250000,Ново-Переделкино, Шолохова,2,Новопеределкино,
ID 54377206,unknown,https://www.cian.ru/sale/flat/301359096/,Москва,sale,flat,2,25,1,39.0,12290000,, Саларьевская,13к3,Саларьево,Саларьево парк
Ваше Подмосковье,real_estate_agent,https://www.cian.ru/sale/flat/298375955/,Москва,sale,flat,8,9,1,32.5,9999000,Бескудниковский,Бескудниковский бульвар,28К2,Селигерская,
РОСТ-РИЕЛТ на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/301527959/,Москва,sale,flat,4,16,1,35.0,12000000,Люблино, Верхние Поля,9К1,Братиславская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/299567766/,Москва,sale,flat,17,17,1,38.5,9800000,Ново-Переделкино,Боровское шоссе,58,Рассказовка,
OPENCITY,real_estate_agent,https://www.cian.ru/sale/flat/300035292/,Москва,sale,flat,11,17,1,38.0,10300000,Марьино,Новомарьинская ,28,Братиславская,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/298728706/,Москва,sale,flat,7,12,1,40.0,12300000,Перово,Перовская ,39К3,Перово,
ID 345402,realtor,https://www.cian.ru/sale/flat/301129510/,Москва,sale,flat,5,9,1,31.0,12350000,Чертаново Южное,Россошанская ,1К1,Улица Академика Янгеля,
ИПОМАКС,real_estate_agent,https://www.cian.ru/sale/flat/299742335/,Москва,sale,flat,10,17,1,42.7,11700000,, Никитина,10,Рассказовка,Город-парк Первый Московский
Максим Решетников,realtor,https://www.cian.ru/sale/flat/300822388/,Москва,sale,flat,11,24,1,36.0,12990000,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/301778825/,Москва,sale,flat,3,17,1,35.6,9200000,Головинский,Смольная ,2,Водный стадион,
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/296956787/,Москва,sale,flat,2,2,1,15.1,8300000,Басманный,Гороховский переулок,6/1С2,Курская,
Мариана Ефимова,realtor,https://www.cian.ru/sale/flat/300138790/,Москва,sale,flat,16,17,1,40.0,11500000,Братеево,Братеевская ,21К2,Борисово,
ID 88596212,homeowner,https://www.cian.ru/sale/flat/300772486/,Москва,sale,flat,9,12,1,39.0,11400000,Южное Бутово,Изюмская ,26,Улица Скобелевская,
Сергей Пестунов,realtor,https://www.cian.ru/sale/flat/300540690/,Москва,sale,flat,1,5,1,26.4,8900000,Лосиноостровский,Минусинская ,11,Бабушкинская,
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/301437134/,Москва,sale,flat,8,17,1,37.8,11500000,Люблино,Люблинская ,59,Люблино,
ID 13281051,homeowner,https://www.cian.ru/sale/flat/300481264/,Москва,sale,flat,9,19,1,42.6,11350000,,проезд Чечерский,122к3,Бунинская аллея,Новое Бутово
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/301506878/,Москва,sale,flat,1,17,1,36.8,8250000,, Чароитовая,1к6,Коммунарка,Кленовые Аллеи
PRAVDA HOME,real_estate_agent,https://www.cian.ru/sale/flat/299174929/,Москва,sale,flat,5,5,1,35.6,10850000,Москворечье-Сабурово,Каширское шоссе,44К2,Каширская,
ID 114471646,homeowner,https://www.cian.ru/sale/flat/300215502/,Москва,sale,flat,4,25,1,37.6,12999000,Метрогородок,Тагильская ,4к1,Бульвар Рокоссовского,Сиреневый парк
МОЯ СТОЛИЦА,real_estate_agent,https://www.cian.ru/sale/flat/301704043/,Москва,sale,flat,7,9,1,32.9,10300000,Выхино-Жулебино,Ташкентская ,16К1,Юго-Восточная,
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/294674434/,Москва,sale,flat,10,14,1,35.5,8600000,,шоссе Остафьевское,14к3,Щербинка,Остафьево
Наталия Глухова,realtor,https://www.cian.ru/sale/flat/297212254/,Москва,sale,flat,13,17,1,41.6,9350000,, Александры Монаховой,43к2,Бунинская аллея,Москва А101
ID 851,realtor,https://www.cian.ru/sale/flat/301457833/,Москва,sale,flat,8,9,1,32.0,11000000,Ясенево,Вильнюсская ,3К1,Ясенево,
ТРИУМФ,real_estate_agent,https://www.cian.ru/sale/flat/300324262/,Москва,sale,flat,6,33,1,36.2,12300000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/300478705/,Москва,sale,flat,12,26,1,40.5,13199990,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
Доходная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300706310/,Москва,sale,flat,12,22,1,20.5,9000000,Тропарево-Никулино,Ленинский проспект,158,Тропарёво,
Городские квартиры,real_estate_agent,https://www.cian.ru/sale/flat/301728913/,Москва,sale,flat,6,8,1,41.4,13500000,Северный,бульвар Академика Ландау,1,Физтех,Северный
Римарком Владис,real_estate_agent,https://www.cian.ru/sale/flat/300522216/,Москва,sale,flat,22,22,1,41.8,13500000,Соколиная гора, 8-я Соколиной Горы,8к2,Соколиная гора,
ID 15331,realtor,https://www.cian.ru/sale/flat/298755272/,Москва,sale,flat,13,16,1,39.0,13450000,Котловка,Севастопольский проспект,15К2,Крымская,
ID 12749853,unknown,https://www.cian.ru/sale/flat/301623339/,Москва,sale,flat,5,19,1,33.0,13500000,,проспект Прокшинский,9,Прокшино,Прокшино
